"pond_id","sample_date","Time","water temp C","pH","Conductivity_uS_cm","DO (mg/L)","SRP MDL =.00567","TDP MDL = .0041","TP MDL = 0.0041","NH3 MDL = .021","UREA MDL = .0202","NO3 MDL = .0073","TDN_mg_L","TN MDL = .0447","SO4 MDL = 1.015","Delta2H_‰","Delta18O_‰","ChlA","Alk MDL = 3.16","Notes","Delta 2H (‰)","Delta 18O (‰)","Tube #","Depth (m)","mL Filtered","L filtered","Rep #","Abs @ 750","Abs @ 665","Abs @ 649","Average","%Error","analyzing_date"
"98",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.65,-7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-74.12,-6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-101.64,-10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-94.64,-9.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-77.45,-5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3269",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-96.11,-10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3276",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-81.23,-7.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3409",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-87.37,-8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2016-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-75.6,-6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2016-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-82.57,-6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2016-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-79.42,-6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4233",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-80.75,-7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4443",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-87.96,-8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4585",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-69.28,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4737",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-74.06,-5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4815",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-71,-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-74.14,-5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-72.44,-5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60?",2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.6,-9.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6472",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-70.51,-5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6992",2016-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"These IDs don't match the current SDWS map, but there may be a key to match IDs somewhere?",-70.06,-5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63?",2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.68,-7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-74.78,-6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-74.75,-6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Water Smpl Match",-85.65,-7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106A",2014-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No A pond listed just 106",-81.64,-8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.13,-11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.04,-10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.55,-7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Should be labelled as 139, no 129 pond collected for in the field notes",-94.96,-10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.38,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.48,-9.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.63,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.12,-9.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106B",2014-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No B pond listed just 106",-87.65,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.81,-9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100.2,-10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.35,-9.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.14,-9.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.22,-7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.98,-11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2014-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Think this should be pond 58*",-93.7,-9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96,-9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1A",2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is no 1 A on field notes",-90.56,-8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2014-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.73,-9.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.59,-8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.04,-11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.24,-7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.54,-6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.22,-12.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.67,-9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4555555555556,NA,"Ideally Chla Samples are ran within 30 days of collection",NA,NA,1,"Surface",72,0.072,1,0.002,0.022,0.009,31.9406349206349,3.22423543677259,2015-11-19
"1",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.764,NA,NA,NA,NA,1,"Surface",100,0.1,1,0.004,0.034,0.015,33.285,8.88688598467779,2016-05-26
"1",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.902,NA,NA,NA,NA,1,"Surface",100,0.1,1,0.005,0.028,0.013,28.0278421052632,-8.0337408854729,2016-08-09
"5338",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0016666666667,NA,"Run Date Unknown",NA,NA,1,"Surface",120,0.12,NA,0.002,0.039,0.015,NA,NA,NA
"88",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.733333333333,NA,NA,NA,NA,1,"Surface",66,0.066,1,0.006,0.2,0.077,320.146666666667,-12.8607721460997,2017-10-23
"90",2022-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.2,NA,"Redo- 71% Error",NA,NA,1,"Surface",64,0.064,1,0,0.064,0.022,131.745,22.0805343656305,NA
"1",2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4257142857143,NA,NA,NA,NA,2,"Surface",70,0.07,2,0.002,0.021,0.009,NA,NA,2015-11-19
"1",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.806,NA,NA,NA,NA,2,"Surface",100,0.1,2,0.002,0.029,0.011,NA,NA,2016-05-26
"1",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1536842105263,NA,NA,NA,NA,2,"Surface",95,0.095,2,0.002,0.026,0.011,NA,NA,2016-08-09
"1",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9586666666667,NA,NA,NA,NA,2,"Surface",150,0.15,1,0,0.077,0.027,56.6564417670683,-11.6570147951573,2020-12-07
"4441",2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.468,NA,"Run Date Unknown",NA,NA,2,"Surface",150,0.15,NA,0.01,0.607,0.223,NA,NA,NA
"88",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.56,NA,NA,NA,NA,2,"Surface",60,0.06,2,0.005,0.161,0.064,NA,NA,2017-10-23
"90",2022-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.29,NA,NA,NA,NA,2,"Surface",60,0.06,2,0,0.075,0.026,NA,NA,NA
"97",2020-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6684,NA,NA,NA,NA,2,NA,500,0.5,1,0.002,0.013,0.005,NA,NA,2021-01-20
"1",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3542168674699,NA,NA,NA,NA,3,"Surface",166,0.166,2,0.002,0.078,0.029,NA,NA,2020-12-07
"105",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.931428571428,NA,NA,NA,NA,3,"Surface",70,0.07,1,0.021,0.383,0.159,365.482857142857,125.559142895113,2015-11-19
"109",2014-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.982,NA,"Run Date Unknown",NA,NA,3,"Surface",200,0.2,NA,0.025,0.295,0.136,NA,NA,NA
"125",2022-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.605,NA,NA,NA,NA,3,"Surface",320,0.32,1,-0.001,0.039,0.013,12.8318333333333,27.6369965320622,NA
"17",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.650819672131148,NA,NA,NA,NA,3,"Surface",122,0.122,1,0.002,0.003,0.003,2.2926825633383,-143.226360025741,2016-05-26
"25",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.17,NA,NA,NA,NA,3,"Surface",100,0.1,1,0.007,0.14,0.047,172.323620689655,-15.2661842143441,2016-08-09
"88",2020-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.067,NA,NA,NA,NA,3,NA,200,0.2,1,0.002,0.033,0.013,NA,NA,2021-01-20
"90",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1744186046512,NA,NA,NA,NA,3,"Surface",86,0.086,1,0.003,0.072,0.028,92.5467837704107,-1.35636228223233,2017-10-23
"105",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.034285714286,NA,NA,NA,NA,4,"Surface",70,0.07,2,0.008,0.244,0.404,NA,NA,2015-11-19
"125",2022-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0586666666667,NA,NA,NA,NA,4,"Surface",300,0.3,2,0,0.028,0.009,NA,NA,NA
"17",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93454545454545,NA,NA,NA,NA,4,"Surface",110,0.11,2,0.005,0.009,0.007,NA,NA,2016-05-26
"25",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.47724137931,NA,NA,NA,NA,4,"Surface",145,0.145,2,0.003,0.23,0.076,NA,NA,2016-08-09
"25",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.784,NA,NA,NA,NA,4,"Surface",50,0.05,1,-0.001,0.047,0.017,105.945703703704,-9.13353940208366,2020-12-07
"3",2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.274,NA,"Run Date Unknown",NA,NA,4,"Surface",200,0.2,NA,0.005,0.015,0.007,NA,NA,NA
"90",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9191489361702,NA,NA,NA,NA,4,"Surface",94,0.094,2,0.001,0.075,0.027,NA,NA,2017-10-23
"109",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.94,NA,NA,NA,NA,5,"Surface",60,0.06,1,0.005,0.071,0.036,120.20375,1.22500337967823,2015-11-19
"12",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76615384615384,NA,"Run Date Unknown",NA,NA,5,"Surface",260,0.26,NA,0.008,0.028,0.016,NA,NA,NA
"25",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,5,"Surface",114,0.114,1,-0.001,0.008,0.002,9.40079365079365,-2.14436471084843,2016-05-26
"25",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.107407407407,NA,NA,NA,NA,5,"Surface",54,0.054,2,0.001,0.048,0.018,NA,NA,2020-12-07
"39",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,NA,NA,NA,NA,5,"Surface",100,0.1,1,0.016,0.023,0.021,4.95796296296296,70.6756807231166,2016-08-09
"5340",2022-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.096666666667,NA,NA,NA,NA,5,"Surface",60,0.06,1,0.001,0.126,0.043,246.238333333333,0.927285895101628,NA
"63",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.990909090909,NA,NA,NA,NA,5,"Surface",22,0.022,1,0.002,0.039,0.014,217.990909090909,17.4319195963134,2017-10-23
"109",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.4675,NA,NA,NA,NA,6,"Surface",80,0.08,2,0.004,0.091,0.045,NA,NA,2015-11-19
"25",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5015873015873,NA,NA,NA,NA,6,"Surface",126,0.126,2,0.002,0.012,0.005,NA,NA,2016-05-26
"39",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20592592592592,NA,NA,NA,NA,6,"Surface",135,0.135,2,0.005,0.009,0.007,NA,NA,2016-08-09
"46",2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.503,NA,"Run Date Unknown",NA,NA,6,"Surface",200,0.2,NA,0.023,0.178,0.067,NA,NA,NA
"50",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.832,NA,NA,NA,NA,6,"Surface",25,0.025,1,0,0.026,0.012,122.616,12.6965485744112,2020-12-07
"5340",2022-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.38,NA,NA,NA,NA,6,"Surface",50,0.05,2,-0.001,0.104,0.034,NA,NA,NA
"63",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.990909090909,NA,NA,NA,NA,6,"Surface",22,0.022,2,0.002,0.043,0.009,NA,NA,2017-10-23
"1",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6205882352941,NA,NA,NA,NA,7,"Surface",68,0.068,1,-0.001,0.026,0.007,74.2960084033613,71.8084880771613,2017-10-23
"1",2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.18,NA,NA,NA,NA,7,"Surface",60,0.06,1,0.003,0.081,0.03,179.165,30.1230709122876,NA
"110",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9166666666667,NA,NA,NA,NA,7,"Surface",84,0.084,1,0.004,0.029,0.014,44.6064814814815,-47.9294239750908,2015-11-19
"139",2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.271,NA,"Run Date Unknown",NA,NA,7,"Surface",200,0.2,NA,0.009,0.076,0.032,NA,NA,NA
"27A",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6316666666667,NA,NA,NA,NA,7,"Surface",120,0.12,1,0.001,0.032,0.013,22.84,59.4716870986573,2016-05-26
"40",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.768,NA,NA,NA,NA,7,"Surface",100,0.1,1,0.01,0.142,0.057,158.384,-5.82887160319226,2016-08-09
"50",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.4,NA,NA,NA,NA,7,"Surface",25,0.025,2,0,0.028,0.01,NA,NA,2020-12-07
"50",2022-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.068085106383,NA,NA,NA,NA,7,"Surface",94,0.094,1,0.001,0.051,0.017,50.4038701393984,50.2509626025148,2022-06-12
"1",2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.971428571429,NA,NA,NA,NA,8,"Surface",70,0.07,2,0.001,0.061,0.021,NA,NA,2017-10-23
"1",2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.15,NA,NA,NA,NA,8,"Surface",60,0.06,2,-0.001,0.104,0.034,NA,NA,NA
"110",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2962962962963,NA,NA,NA,NA,8,"Surface",108,0.108,2,0.006,0.058,0.026,NA,NA,2015-11-19
"122",2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.736,NA,"Run Date Unknown",NA,NA,8,"Surface",200,0.2,NA,0.024,0.152,0.062,NA,NA,NA
"27A",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0483333333333,NA,NA,NA,NA,8,"Surface",120,0.12,2,0.001,0.018,0.008,NA,NA,2016-05-26
"40",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,8,"Surface",100,0.1,2,0.011,0.151,0.061,NA,NA,2016-08-09
"50",2022-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7396551724138,NA,NA,NA,NA,8,"Surface",116,0.116,2,0.001,0.038,0.013,NA,NA,2022-06-12
"63",2020-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43724137931034,NA,NA,NA,NA,8,"Surface",290,0.29,1,0.001,0.007,0.003,3.22382068965517,48.7979565903811,2020-12-07
"117",2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5584,NA,NA,NA,NA,9,"Surface",125,0.125,1,0.006,0.011,0.008,6.2896,-55.0496056982956,2015-11-19
"39",2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.235,NA,NA,NA,NA,9,"Surface",120,0.12,1,0.013,0.022,0.011,13.3108333333333,-31.1901333500282,2016-05-26
"4",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.698,NA,"Run Date Unknown",NA,NA,9,"Surface",200,0.2,NA,0.006,0.04,0.015,NA,NA,NA
"50",2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.322,NA,NA,NA,NA,9,"Surface",100,0.1,1,0.003,0.088,0.031,99.349,1.95875147208326,2016-08-09
